,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2016-07-14,5.83,5.85,0.55,4.49,7.74,80.0
2016-07-15,5.79,5.83,0.54,4.49,7.74,81.0
2016-07-18,5.79,5.8,0.49,4.49,7.74,79.0
2016-07-19,5.79,5.79,0.49,4.39,7.74,81.0
2016-07-20,5.73,5.73,0.5,4.39,7.74,85.0
2016-07-21,5.73,5.74,0.51,4.39,7.76,84.0
2016-07-22,5.72,5.73,0.51,4.39,7.76,84.0
2016-07-25,5.72,5.73,0.5,4.33,7.76,86.0
2016-07-26,5.72,5.73,0.5,4.33,7.76,86.0
2016-07-27,5.72,5.73,0.5,4.33,7.76,86.0
2016-07-28,5.71,5.72,0.5,4.33,7.76,86.0
2016-07-29,5.68,5.7,0.5,4.33,7.76,86.0
2016-08-01,5.66,5.66,0.46,4.33,7.76,84.0
2016-08-02,5.66,5.66,0.45,4.33,7.76,85.0
2016-08-03,5.66,5.66,0.46,4.33,7.76,85.0
2016-08-04,5.66,5.65,0.46,4.33,7.76,85.0
2016-08-05,5.66,5.65,0.46,4.33,7.76,84.0
2016-08-08,5.65,5.65,0.46,4.33,7.76,82.0
2016-08-09,5.64,5.64,0.48,4.33,7.88,83.0
2016-08-10,5.42,5.42,0.49,4.18,7.54,82.0
2016-08-11,5.42,5.43,0.49,4.18,7.54,82.0
2016-08-12,5.42,5.43,0.49,4.18,7.54,82.0
2016-08-15,5.41,5.42,0.49,4.18,7.54,84.0
2016-08-16,5.4,5.4,0.48,4.18,7.54,85.0
2016-08-17,5.4,5.41,0.49,4.18,7.62,85.0
2016-08-18,5.38,5.4,0.48,4.18,7.62,86.0
2016-08-19,5.37,5.4,0.47,4.18,7.62,85.0
2016-08-22,5.41,5.43,0.45,4.23,7.27,78.0
2016-08-23,5.43,5.45,0.44,4.23,7.27,87.0
2016-08-24,5.43,5.45,0.44,4.23,7.27,87.0
2016-08-25,5.43,5.45,0.43,4.31,7.27,87.0
2016-08-26,5.43,5.45,0.43,4.31,7.27,87.0
2016-08-29,5.43,5.45,0.45,4.31,7.55,85.0
2016-08-30,5.42,5.44,0.44,4.31,7.55,86.0
2016-08-31,5.42,5.44,0.44,4.31,7.55,86.0
2016-09-01,5.43,5.46,0.44,4.31,7.55,88.0
2016-09-02,5.43,5.46,0.44,4.31,7.55,87.0
2016-09-05,5.43,5.46,0.44,4.31,7.55,90.0
2016-09-06,5.43,5.45,0.44,4.31,7.55,91.0
2016-09-07,5.4350000000000005,5.455,0.44,4.31,7.55,91.0
2016-09-08,5.44,5.46,0.44,4.31,7.55,91.0
2016-09-09,5.24,5.26,0.43,4.23,6.68,91.0
2016-09-12,5.23,5.24,0.44,4.23,6.68,92.0
2016-09-13,5.23,5.24,0.44,4.23,6.68,92.0
2016-09-14,5.23,5.24,0.43,4.23,6.68,93.0
2016-09-15,5.22,5.24,0.43,4.23,6.68,92.0
2016-09-16,5.21,5.23,0.43,4.23,6.68,93.0
2016-09-19,5.17,5.19,0.43,4.23,6.68,93.0
2016-09-20,5.18,5.18,0.43,4.23,6.68,94.0
2016-09-21,5.12,5.14,0.42,4.23,6.55,96.0
2016-09-22,5.13,5.11,0.39,4.23,6.13,95.0
2016-09-23,5.13,5.1,0.39,4.23,6.1,96.0
2016-09-26,5.12,5.09,0.38,4.23,6.1,96.0
2016-09-27,5.12,5.08,0.38,4.23,6.1,96.0
2016-09-28,5.12,5.08,0.39,4.23,6.1,96.0
2016-09-29,5.1,5.07,0.38,4.23,6.1,96.0
2016-09-30,5.05,5.07,0.38,4.23,6.1,97.0
2016-10-03,5.02,5.06,0.38,4.18,6.06,96.0
2016-10-04,5.0,5.05,0.38,4.18,6.06,97.0
2016-10-05,5.0,5.05,0.38,4.18,6.06,97.0
2016-10-06,5.0,5.04,0.38,4.18,6.06,96.0
2016-10-07,5.08,5.13,0.38,4.43,6.06,96.0
2016-10-10,5.08,5.12,0.39,4.35,6.06,97.0
2016-10-11,5.09,5.11,0.39,4.35,6.06,97.0
2016-10-12,5.09,5.11,0.385,4.35,6.06,97.0
2016-10-13,5.09,5.11,0.38,4.35,6.06,97.0
2016-10-14,5.04,5.06,0.37,4.27,6.06,97.0
2016-10-17,5.02,5.04,0.37,4.27,6.06,97.0
2016-10-18,5.0,5.02,0.37,4.27,6.06,97.0
2016-10-19,5.0,5.01,0.38,4.27,6.06,97.0
2016-10-20,4.91,4.94,0.37,4.23,6.06,96.0
2016-10-21,4.9,4.93,0.38,4.09,6.06,96.0
2016-10-24,4.86,4.89,0.36,4.09,5.97,96.0
2016-10-25,4.85,4.87,0.33,4.09,5.73,97.0
2016-10-26,4.85,4.88,0.34,4.09,5.88,99.0
2016-10-27,4.85,4.88,0.34,4.13,5.88,99.0
2016-10-28,4.85,4.88,0.34,4.13,5.88,99.0
2016-10-31,4.84,4.87,0.34,4.13,5.88,99.0
2016-11-01,4.84,4.86,0.35,3.87,5.88,100.0
2016-11-02,4.84,4.855,0.345,3.87,5.88,100.0
2016-11-03,4.84,4.85,0.34,3.87,5.88,100.0
2016-11-04,4.84,4.85,0.34,3.87,5.88,100.0
2016-11-07,4.83,4.85,0.34,3.87,5.88,98.0
2016-11-08,4.83,4.85,0.34,3.87,5.88,99.0
2016-11-09,4.96,4.95,0.34,3.93,6.05,100.0
2016-11-10,4.97,4.95,0.34,3.93,6.05,101.0
2016-11-11,4.94,4.95,0.34,4.2,6.05,101.0
2016-11-14,4.95,4.94,0.33,4.2,6.05,100.0
2016-11-15,4.95,4.94,0.33,4.2,6.05,100.0
2016-11-16,4.95,4.94,0.33,4.2,6.05,100.0
2016-11-17,4.93,4.93,0.33,4.2,6.05,99.0
2016-11-18,4.93,4.92,0.32,4.2,6.05,98.0
2016-11-21,4.9,4.91,0.31,4.2,6.05,87.0
2016-11-22,4.83,4.87,0.31,4.17,6.05,97.0
2016-11-23,4.83,4.86,0.31,4.17,6.05,97.0
2016-11-24,4.82,4.86,0.31,4.17,6.05,97.0
2016-11-25,4.81,4.83,0.33,4.15,6.05,97.0
2016-11-28,4.8,4.81,0.31,4.15,5.49,97.0
2016-11-29,4.8,4.81,0.31,4.15,5.49,97.0
2016-11-30,4.79,4.8,0.3,4.13,5.49,97.0
2016-12-01,4.79,4.8,0.3,4.13,5.49,97.0
2016-12-02,4.78,4.78,0.31,4.13,5.49,96.0
2016-12-05,4.77,4.77,0.3,4.13,5.48,93.0
2016-12-06,4.78,4.78,0.3,4.15,5.48,94.0
2016-12-07,4.78,4.77,0.29,4.15,5.48,95.0
2016-12-08,4.78,4.76,0.29,4.05,5.44,96.0
2016-12-09,4.88,4.88,0.3,4.28,5.77,94.0
2016-12-12,4.87,4.87,0.3,4.28,5.77,94.0
2016-12-13,4.87,4.86,0.31,4.25,5.77,98.0
2016-12-14,4.87,4.85,0.31,4.25,5.77,98.0
2016-12-15,4.86,4.84,0.31,4.25,5.77,98.0
2016-12-16,4.84,4.83,0.31,4.25,5.77,98.0
2016-12-19,4.84,4.82,0.31,4.2,5.77,100.0
2016-12-20,4.74,4.75,0.3,3.97,5.77,103.0
2016-12-21,4.73,4.74,0.31,3.97,5.77,104.0
2016-12-22,4.71,4.72,0.32,3.97,5.77,104.0
2016-12-23,4.7,4.71,0.32,3.97,5.77,104.0
2016-12-26,4.7,4.71,0.32,3.97,5.77,102.0
2016-12-27,4.7,4.7,0.32,3.97,5.77,102.0
2016-12-28,4.7,4.7,0.32,3.97,5.77,102.0
2016-12-29,4.7,4.69,0.33,3.97,5.77,102.0
2016-12-30,4.7,4.69,0.33,3.97,5.77,102.0
2017-01-02,4.7,4.68,0.32,3.97,5.77,98.0
2017-01-03,4.7,4.68,0.32,3.97,5.77,99.0
2017-01-04,4.7,4.68,0.32,3.97,5.77,99.0
2017-01-05,4.68,4.68,0.32,3.97,5.77,100.0
2017-01-06,4.7,4.69,0.32,3.97,5.77,100.0
2017-01-09,4.7,4.67,0.3,3.97,5.72,100.0
2017-01-10,4.7,4.67,0.3,3.97,5.72,100.0
2017-01-11,4.8,4.83,0.3,4.1,5.62,101.0
2017-01-12,4.8,4.82,0.3,4.1,5.6,102.0
2017-01-13,4.8,4.81,0.3,4.1,5.6,100.0
2017-01-16,4.8,4.81,0.31,4.1,5.6,101.0
2017-01-17,4.79,4.8,0.31,4.1,5.6,101.0
2017-01-18,4.72,4.77,0.31,4.1,5.56,101.0
2017-01-19,4.71,4.75,0.32,4.02,5.56,102.0
2017-01-20,4.71,4.75,0.32,4.0,5.56,102.0
2017-01-23,4.7,4.74,0.33,4.0,5.56,101.0
2017-01-24,4.7,4.74,0.33,4.0,5.56,101.0
2017-01-25,4.7,4.74,0.33,4.0,5.56,101.0
2017-01-26,4.7,4.74,0.33,4.0,5.56,101.0
2017-01-27,4.7,4.73,0.33,4.0,5.56,102.0
2017-01-30,4.7,4.72,0.33,4.0,5.53,99.0
2017-01-31,4.69,4.71,0.33,4.0,5.53,100.0
2017-02-01,4.69,4.7,0.33,4.0,5.53,100.0
2017-02-02,4.67,4.68,0.33,4.0,5.53,102.0
2017-02-03,4.64,4.66,0.33,4.0,5.53,104.0
2017-02-06,4.65,4.66,0.34,4.0,5.53,108.0
2017-02-07,4.65,4.66,0.34,4.0,5.53,108.0
2017-02-08,4.7,4.72,0.35,3.91,5.51,68.0
2017-02-09,4.7,4.7,0.32,3.91,5.51,69.0
2017-02-10,4.71,4.69,0.33,3.91,5.51,69.0
2017-02-13,4.69,4.66,0.31,3.91,5.51,70.0
2017-02-14,4.68,4.64,0.34,3.5,5.51,71.0
2017-02-15,4.64,4.63,0.34,3.5,5.51,73.0
2017-02-16,4.64,4.62,0.35,3.5,5.51,74.0
2017-02-17,4.61,4.6,0.35,3.5,5.51,74.0
2017-02-20,4.55,4.55,0.34,3.5,5.51,67.0
2017-02-21,4.52,4.52,0.34,3.5,5.51,75.0
2017-02-22,4.53,4.53,0.34,3.5,5.51,76.0
2017-02-23,4.53,4.53,0.34,3.5,5.51,76.0
2017-02-24,4.53,4.53,0.34,3.5,5.51,76.0
2017-02-27,4.53,4.53,0.34,3.5,5.51,76.0
2017-02-28,4.53,4.53,0.34,3.5,5.51,76.0
2017-03-01,4.53,4.53,0.34,3.5,5.51,76.0
2017-03-02,4.5,4.52,0.34,3.5,5.51,76.0
2017-03-03,4.5,4.52,0.33,3.5,5.51,76.0
2017-03-06,4.49,4.51,0.34,3.5,5.51,74.0
2017-03-07,4.49,4.51,0.34,3.5,5.51,75.0
2017-03-08,4.49,4.5,0.33,3.5,5.51,75.0
2017-03-09,4.49,4.5,0.32,3.5,5.51,73.0
2017-03-10,4.54,4.56,0.34,3.61,5.46,73.0
2017-03-13,4.54,4.56,0.35,3.61,5.46,73.0
2017-03-14,4.54,4.55,0.35,3.61,5.46,73.0
2017-03-15,4.54,4.54,0.35,3.61,5.46,74.0
2017-03-16,4.54,4.54,0.35,3.61,5.46,74.0
2017-03-17,4.54,4.54,0.36,3.61,5.46,74.0
2017-03-20,4.51,4.51,0.34,3.61,5.27,72.0
2017-03-21,4.5,4.46,0.33,3.61,5.27,75.0
2017-03-22,4.5,4.47,0.34,3.61,5.27,75.0
2017-03-23,4.5,4.46,0.34,3.61,5.27,75.0
2017-03-24,4.49,4.46,0.34,3.61,5.27,74.0
2017-03-27,4.49,4.46,0.34,3.61,5.27,73.0
2017-03-28,4.49,4.47,0.34,3.61,5.27,73.0
2017-03-29,4.48,4.46,0.34,3.61,5.27,73.0
2017-03-30,4.49,4.46,0.34,3.61,5.27,73.0
2017-03-31,4.47,4.45,0.34,3.4,5.27,74.0
2017-04-03,4.47,4.45,0.34,3.4,5.27,74.0
2017-04-04,4.47,4.44,0.35,3.4,5.27,75.0
2017-04-05,4.46,4.44,0.35,3.4,5.27,76.0
2017-04-06,4.46,4.44,0.35,3.4,5.27,76.0
2017-04-07,4.6,4.57,0.35,3.63,5.45,75.0
2017-04-10,4.6,4.56,0.33,3.63,5.45,73.0
2017-04-11,4.6,4.56,0.34,3.63,5.45,75.0
2017-04-12,4.6,4.56,0.34,3.53,5.45,76.0
2017-04-13,4.59,4.53,0.33,3.53,5.38,77.0
2017-04-14,4.585,4.535,0.325,3.53,5.38,77.0
2017-04-17,4.58,4.54,0.32,3.53,5.38,76.0
2017-04-18,4.57,4.53,0.32,3.53,5.38,76.0
2017-04-19,4.53,4.48,0.36,2.9,5.16,76.0
2017-04-20,4.53,4.48,0.36,2.9,5.18,76.0
2017-04-21,4.53,4.475,0.365,2.9,5.18,76.0
2017-04-24,4.53,4.47,0.37,2.9,5.18,73.0
2017-04-25,4.53,4.47,0.37,2.9,5.18,73.0
2017-04-26,4.5,4.46,0.37,2.9,5.18,73.0
2017-04-27,4.5,4.46,0.37,2.9,5.18,73.0
2017-04-28,4.5,4.45,0.37,2.9,5.18,73.0
2017-05-01,4.515000000000001,4.455,0.37,2.9,5.18,73.0
2017-05-02,4.53,4.46,0.37,2.9,5.18,75.0
2017-05-03,4.54,4.47,0.38,2.9,5.16,76.0
2017-05-04,4.53,4.46,0.38,2.9,5.16,76.0
2017-05-05,4.53,4.45,0.38,2.9,5.16,73.0
2017-05-08,4.52,4.45,0.36,2.9,5.16,72.0
2017-05-09,4.5,4.44,0.36,2.9,5.16,74.0
2017-05-10,4.72,4.66,0.33,3.95,5.44,75.0
2017-05-11,4.72,4.66,0.34,3.78,5.55,77.0
2017-05-12,4.72,4.67,0.34,3.78,5.55,76.0
2017-05-15,4.69,4.66,0.34,3.78,5.55,75.0
2017-05-16,4.69,4.66,0.34,3.78,5.55,76.0
2017-05-17,4.69,4.66,0.33,3.78,5.55,76.0
2017-05-18,4.69,4.66,0.34,3.78,5.55,75.0
2017-05-19,4.69,4.66,0.34,3.78,5.55,74.0
2017-05-22,4.72,4.7,0.34,3.78,5.55,76.0
2017-05-23,4.72,4.71,0.34,3.78,5.55,77.0
2017-05-24,4.72,4.7,0.34,3.78,5.55,78.0
2017-05-25,4.72,4.7,0.34,3.78,5.55,78.0
2017-05-26,4.72,4.68,0.35,3.78,5.55,78.0
2017-05-29,4.7,4.67,0.35,3.76,5.55,80.0
2017-05-30,4.69,4.66,0.35,3.76,5.55,80.0
2017-05-31,4.67,4.64,0.36,3.76,5.55,80.0
2017-06-01,4.67,4.64,0.37,3.76,5.55,81.0
2017-06-02,4.65,4.62,0.38,3.65,5.55,81.0
2017-06-05,4.64,4.6,0.37,3.65,5.55,77.0
2017-06-06,4.62,4.59,0.37,3.65,5.55,77.0
2017-06-07,4.64,4.6,0.37,3.65,5.55,77.0
2017-06-08,4.63,4.59,0.37,3.65,5.55,77.0
2017-06-09,4.48,4.45,0.38,3.55,5.62,78.0
2017-06-12,4.46,4.42,0.37,3.55,5.14,76.0
2017-06-13,4.46,4.41,0.4,2.96,5.14,77.0
2017-06-14,4.46,4.38,0.44,2.96,5.14,76.0
2017-06-15,4.45,4.359999999999999,0.44,2.96,5.14,76.0
2017-06-16,4.44,4.34,0.44,2.96,5.14,79.0
2017-06-19,4.43,4.33,0.43,2.96,5.14,79.0
2017-06-20,4.41,4.31,0.42,2.96,5.14,79.0
2017-06-21,4.27,4.26,0.43,2.96,5.14,80.0
2017-06-22,4.17,4.16,0.41,3.02,4.9,79.0
2017-06-23,4.15,4.15,0.41,3.02,4.9,80.0
2017-06-26,4.14,4.13,0.41,3.02,4.9,79.0
2017-06-27,4.14,4.13,0.41,3.02,4.9,79.0
2017-06-28,4.16,4.13,0.41,3.02,4.9,81.0
2017-06-29,4.14,4.13,0.41,3.02,4.9,81.0
2017-06-30,4.14,4.12,0.41,3.02,4.9,83.0
2017-07-03,4.13,4.09,0.4,3.02,4.9,82.0
2017-07-04,4.13,4.09,0.4,3.02,4.9,82.0
2017-07-05,4.14,4.09,0.4,3.02,4.9,82.0
2017-07-06,4.13,4.09,0.41,3.02,4.95,83.0
2017-07-07,4.48,4.46,0.44,3.33,5.5,83.0
2017-07-10,4.45,4.43,0.44,3.33,5.5,81.0
2017-07-11,4.41,4.41,0.45,3.33,5.5,83.0
2017-07-12,4.41,4.4,0.45,3.33,5.5,84.0
2017-07-13,4.4,4.37,0.45,3.33,5.5,84.0
2017-07-14,4.38,4.36,0.45,3.33,5.5,86.0
2017-07-17,4.37,4.36,0.44,3.33,5.5,88.0
2017-07-18,4.38,4.35,0.44,3.33,5.5,88.0
2017-07-19,4.34,4.34,0.42,3.33,5.5,90.0
2017-07-20,4.34,4.34,0.42,3.33,5.5,91.0
2017-07-21,4.38,4.4,0.44,3.33,5.5,93.0
2017-07-24,4.38,4.42,0.42,3.41,5.5,91.0
2017-07-25,4.43,4.43,0.42,3.41,5.5,92.0
2017-07-26,4.44,4.42,0.44,2.99,5.5,92.0
2017-07-27,4.44,4.43,0.45,2.99,5.5,94.0
2017-07-28,4.48,4.45,0.46,2.99,5.53,96.0
2017-07-31,4.53,4.47,0.46,2.99,5.53,96.0
2017-08-01,4.54,4.48,0.46,2.99,5.53,97.0
2017-08-02,4.54,4.5,0.43,3.41,5.53,99.0
2017-08-03,4.55,4.51,0.42,3.41,5.53,98.0
2017-08-04,4.55,4.49,0.44,3.41,5.53,99.0
2017-08-07,4.54,4.5,0.43,3.46,5.53,98.0
2017-08-08,4.54,4.5,0.43,3.46,5.53,101.0
2017-08-09,4.51,4.51,0.41,3.54,5.47,100.0
2017-08-10,4.52,4.52,0.41,3.54,5.47,99.0
2017-08-11,4.53,4.51,0.41,3.54,5.47,100.0
2017-08-14,4.56,4.53,0.4,3.54,5.47,98.0
2017-08-15,4.55,4.52,0.41,3.43,5.47,99.0
2017-08-16,4.56,4.52,0.41,3.43,5.47,99.0
2017-08-17,4.53,4.51,0.41,3.43,5.47,99.0
2017-08-18,4.54,4.51,0.41,3.43,5.47,99.0
2017-08-21,4.54,4.53,0.41,3.43,5.47,89.0
2017-08-22,4.48,4.49,0.4,3.43,6.0,100.0
2017-08-23,4.48,4.48,0.4,3.43,6.0,100.0
2017-08-24,4.48,4.47,0.41,3.43,6.0,100.0
2017-08-25,4.44,4.44,0.43,3.34,6.0,99.0
2017-08-28,4.44,4.43,0.42,3.34,6.0,96.0
2017-08-29,4.44,4.41,0.45,3.09,6.0,97.0
2017-08-30,4.42,4.39,0.44,3.09,5.73,97.0
2017-08-31,4.41,4.37,0.43,3.14,5.73,97.0
2017-09-01,4.41,4.37,0.43,3.34,5.73,98.0
2017-09-04,4.38,4.36,0.42,3.34,5.73,96.0
2017-09-05,4.39,4.36,0.42,3.34,5.61,96.0
2017-09-06,4.14,4.17,0.38,3.25,5.32,96.0
2017-09-07,4.14,4.15,0.385,3.145,5.32,96.0
2017-09-08,4.14,4.13,0.39,3.04,5.32,96.0
2017-09-11,4.12,4.11,0.39,3.04,5.32,94.0
2017-09-12,4.1,4.1,0.38,3.04,5.32,94.0
2017-09-13,4.08,4.09,0.39,3.04,5.32,94.0
2017-09-14,4.08,4.07,0.39,3.04,5.32,95.0
2017-09-15,4.03,4.05,0.39,3.04,5.32,96.0
2017-09-18,4.01,4.03,0.4,3.04,5.32,96.0
2017-09-19,3.96,4.0,0.41,2.96,5.32,96.0
2017-09-20,3.86,3.92,0.4,2.96,5.32,96.0
2017-09-21,3.85,3.91,0.4,2.96,5.32,96.0
2017-09-22,3.84,3.91,0.4,2.96,5.32,95.0
2017-09-25,3.83,3.89,0.4,2.96,5.32,94.0
2017-09-26,3.83,3.89,0.4,2.96,5.32,94.0
2017-09-27,3.83,3.89,0.4,2.96,5.32,94.0
2017-09-28,3.83,3.89,0.4,2.96,5.32,94.0
2017-09-29,3.82,3.89,0.4,2.96,5.32,94.0
2017-10-02,3.83,3.89,0.4,2.97,5.32,95.0
2017-10-03,3.83,3.89,0.39,2.97,5.21,95.0
2017-10-04,3.83,3.89,0.39,2.97,5.21,96.0
2017-10-05,3.83,3.89,0.39,2.97,5.21,95.0
2017-10-06,4.01,4.04,0.37,3.09,5.49,92.0
2017-10-09,4.01,4.04,0.37,3.09,5.49,91.0
2017-10-10,4.02,4.06,0.36,3.09,5.49,92.0
2017-10-11,4.02,4.07,0.36,3.09,5.49,91.0
2017-10-12,4.02,4.0649999999999995,0.36,3.09,5.49,91.0
2017-10-13,4.02,4.06,0.36,3.09,5.49,91.0
2017-10-16,4.04,4.08,0.37,3.09,5.49,89.0
2017-10-17,4.09,4.1,0.37,3.09,5.49,92.0
2017-10-18,4.09,4.11,0.36,3.33,5.49,93.0
2017-10-19,4.11,4.12,0.34,3.32,5.35,95.0
2017-10-20,4.1,4.11,0.34,3.32,5.35,94.0
2017-10-23,4.08,4.11,0.33,3.32,5.35,92.0
2017-10-24,4.09,4.11,0.33,3.32,5.35,93.0
2017-10-25,4.09,4.11,0.32,3.32,5.09,93.0
2017-10-26,4.09,4.12,0.32,3.32,5.09,93.0
2017-10-27,4.1,4.13,0.32,3.32,5.09,93.0
2017-10-30,4.1,4.13,0.32,3.32,5.09,93.0
2017-10-31,4.14,4.14,0.32,3.32,5.09,93.0
2017-11-01,4.14,4.14,0.32,3.32,5.09,93.0
2017-11-02,4.14,4.145,0.32,3.32,5.09,93.0
2017-11-03,4.14,4.15,0.32,3.32,5.09,92.0
2017-11-06,4.15,4.16,0.32,3.32,5.09,92.0
2017-11-07,4.15,4.16,0.32,3.32,5.09,93.0
2017-11-08,4.15,4.16,0.31,3.32,4.86,94.0
2017-11-09,4.16,4.17,0.31,3.32,4.86,94.0
2017-11-10,4.05,4.05,0.31,3.09,4.74,92.0
2017-11-13,4.05,4.06,0.3,3.09,4.74,93.0
2017-11-14,4.05,4.06,0.3,3.09,4.74,94.0
2017-11-15,4.05,4.06,0.305,3.09,4.805,94.0
2017-11-16,4.05,4.06,0.31,3.09,4.87,96.0
2017-11-17,4.05,4.06,0.31,3.09,4.87,95.0
2017-11-20,4.06,4.09,0.3,3.37,4.87,80.0
2017-11-21,4.05,4.09,0.3,3.37,4.87,82.0
2017-11-22,4.02,4.06,0.32,3.27,4.9,96.0
2017-11-23,4.02,4.05,0.32,3.27,4.9,96.0
2017-11-24,4.02,4.05,0.31,3.27,4.9,95.0
2017-11-27,4.02,4.04,0.3,3.27,4.9,92.0
2017-11-28,3.99,4.01,0.32,3.19,4.9,96.0
2017-11-29,3.98,4.0,0.32,3.19,4.9,96.0
2017-11-30,3.98,3.99,0.33,3.16,4.9,96.0
2017-12-01,3.97,3.99,0.33,3.16,4.9,96.0
2017-12-04,3.97,3.97,0.32,3.16,4.84,97.0
2017-12-05,3.97,3.97,0.31,3.25,4.78,97.0
2017-12-06,3.95,3.96,0.31,3.25,4.78,98.0
2017-12-07,3.94,3.94,0.31,3.25,4.78,97.0
2017-12-08,3.91,3.93,0.3,3.13,4.8,97.0
2017-12-11,3.89,3.91,0.3,3.13,4.8,96.0
2017-12-12,3.88,3.9,0.28,3.13,4.66,96.0
2017-12-13,3.88,3.9,0.28,3.13,4.66,96.0
2017-12-14,3.88,3.89,0.28,3.13,4.66,97.0
2017-12-15,3.88,3.88,0.28,3.13,4.66,97.0
2017-12-18,3.87,3.87,0.28,3.13,4.54,97.0
2017-12-19,3.85,3.85,0.28,3.13,4.54,98.0
2017-12-20,3.78,3.8,0.26,3.28,4.41,99.0
2017-12-21,3.78,3.8,0.27,3.28,4.41,99.0
2017-12-22,3.78,3.8,0.27,3.28,4.41,99.0
2017-12-25,3.775,3.8,0.27,3.28,4.41,99.0
2017-12-26,3.77,3.8,0.27,3.28,4.41,96.0
2017-12-27,3.77,3.8,0.27,3.28,4.41,96.0
2017-12-28,3.77,3.8,0.26,3.28,4.41,96.0
2017-12-29,3.77,3.8,0.26,3.28,4.41,96.0
2018-01-01,3.775,3.795,0.26,3.28,4.41,96.0
2018-01-02,3.78,3.79,0.26,3.28,4.41,96.0
2018-01-03,3.78,3.78,0.26,3.28,4.41,97.0
2018-01-04,3.78,3.78,0.26,3.28,4.41,97.0
2018-01-05,3.77,3.78,0.26,3.28,4.41,95.0
2018-01-08,3.76,3.77,0.26,3.28,4.41,94.0
2018-01-09,3.75,3.77,0.26,3.28,4.41,95.0
2018-01-10,3.94,3.96,0.24,3.46,4.54,96.0
2018-01-11,3.94,3.95,0.25,3.27,4.54,97.0
2018-01-12,3.95,3.96,0.24,3.27,4.54,99.0
2018-01-15,3.95,3.96,0.24,3.27,4.54,97.0
2018-01-16,3.95,3.96,0.25,3.27,4.54,98.0
2018-01-17,3.95,3.96,0.24,3.27,4.54,98.0
2018-01-18,3.95,3.97,0.24,3.27,4.54,98.0
2018-01-19,3.95,3.97,0.25,3.47,4.82,98.0
2018-01-22,3.95,3.97,0.25,3.35,4.82,98.0
2018-01-23,3.95,3.97,0.25,3.35,4.82,100.0
2018-01-24,3.95,3.97,0.25,3.35,4.82,100.0
2018-01-25,3.95,3.97,0.25,3.35,4.82,100.0
2018-01-26,3.95,3.98,0.25,3.35,4.82,99.0
2018-01-29,3.95,3.98,0.25,3.35,4.82,96.0
2018-01-30,3.95,3.98,0.26,3.35,4.82,97.0
2018-01-31,3.95,3.98,0.26,3.35,4.82,97.0
2018-02-01,3.95,3.98,0.25,3.47,4.82,97.0
2018-02-02,3.94,3.97,0.26,3.47,4.82,99.0
2018-02-05,3.94,3.97,0.26,3.47,4.82,97.0
2018-02-06,3.94,3.97,0.25,3.47,4.77,101.0
2018-02-07,3.94,3.97,0.25,3.47,4.77,101.0
2018-02-08,4.03,4.04,0.28,3.39,4.8,67.0
2018-02-09,4.03,4.03,0.27,3.39,4.8,68.0
2018-02-12,4.03,4.033333333333333,0.26666666666666666,3.39,4.8,68.0
2018-02-13,4.03,4.036666666666667,0.26333333333333336,3.39,4.8,68.0
2018-02-14,4.03,4.04,0.26,3.39,4.8,65.0
2018-02-15,4.03,4.03,0.26,3.39,4.68,67.0
2018-02-16,4.03,4.0,0.26,3.39,4.68,68.0
2018-02-19,4.01,3.99,0.27,3.39,4.68,71.0
2018-02-20,4.01,3.99,0.27,3.39,4.68,72.0
2018-02-21,4.0,3.98,0.27,3.39,4.68,73.0
2018-02-22,3.94,3.94,0.29,2.97,4.68,74.0
2018-02-23,3.94,3.94,0.29,2.97,4.68,74.0
2018-02-26,3.94,3.93,0.29,2.97,4.68,73.0
2018-02-27,3.94,3.93,0.28,2.97,4.68,73.0
2018-02-28,3.93,3.92,0.28,2.97,4.68,74.0
2018-03-01,3.92,3.92,0.29,2.97,4.68,74.0
2018-03-02,3.91,3.91,0.29,2.97,4.68,75.0
2018-03-05,3.88,3.89,0.28,2.97,4.68,74.0
2018-03-06,3.88,3.89,0.28,2.97,4.68,74.0
2018-03-07,3.88,3.88,0.27,2.97,4.53,74.0
2018-03-08,3.87,3.86,0.26,2.97,4.53,72.0
2018-03-09,3.97,3.96,0.31,2.97,4.66,70.0
2018-03-12,3.97,3.95,0.31,2.97,4.66,71.0
2018-03-13,3.97,3.95,0.31,2.97,4.66,71.0
2018-03-14,3.97,3.94,0.3,2.97,4.66,71.0
2018-03-15,3.94,3.94,0.3,2.97,4.66,71.0
2018-03-16,3.93,3.93,0.31,2.97,4.66,70.0
2018-03-19,3.93,3.93,0.31,2.97,4.47,70.0
2018-03-20,3.93,3.93,0.3,2.97,4.45,71.0
2018-03-21,3.93,3.92,0.3,2.97,4.45,73.0
2018-03-22,3.91,3.89,0.3,2.97,4.45,71.0
2018-03-23,3.9,3.88,0.3,2.97,4.45,72.0
2018-03-26,3.9,3.88,0.3,2.97,4.44,71.0
2018-03-27,3.88,3.88,0.3,2.97,4.44,71.0
2018-03-28,3.86,3.87,0.31,2.97,4.44,72.0
2018-03-29,3.84,3.86,0.3,2.97,4.44,72.0
2018-03-30,3.835,3.855,0.3,2.97,4.44,72.0
2018-04-02,3.83,3.85,0.3,2.97,4.44,72.0
2018-04-03,3.83,3.86,0.3,2.97,4.44,73.0
